L, a, b, x, y
125.89, 140.54, 82.86, 476.27, 462.74
125.89, 140.54, 82.86, 476.27, 462.74
125.89, 140.54, 82.86, 476.27, 462.74
125.89, 140.54, 82.86, 476.27, 462.74
125.89, 140.54, 82.86, 476.27, 462.74
125.89, 140.54, 82.86, 476.27, 462.74
126.50, 139.63, 83.87, 475.74, 462.66
126.50, 139.63, 83.87, 475.74, 462.66
128.03, 139.89, 83.52, 474.18, 461.80
128.15, 139.91, 83.45, 474.00, 461.90
129.40, 138.41, 84.73, 471.81, 458.33
129.40, 138.41, 84.73, 471.81, 458.33
127.84, 138.73, 84.49, 467.88, 454.26
127.81, 138.75, 84.48, 467.88, 454.26
129.00, 138.66, 83.84, 462.89, 449.30
129.00, 138.66, 83.84, 462.89, 449.30
130.77, 136.57, 84.90, 455.89, 443.04
131.16, 136.62, 84.47, 456.39, 443.52
127.34, 136.96, 87.78, 441.07, 429.88
127.54, 136.91, 87.57, 441.35, 430.17
114.04, 140.11, 98.99, 416.74, 407.13
114.00, 140.10, 98.93, 416.80, 407.16
108.11, 142.04, 101.28, 403.22, 397.00
108.14, 142.03, 101.23, 403.28, 397.00
105.92, 142.54, 101.61, 397.17, 390.14
105.90, 142.54, 101.66, 397.17, 390.14
106.15, 142.78, 101.77, 390.50, 383.62
106.18, 142.92, 101.76, 390.50, 383.62
105.16, 143.52, 103.45, 387.87, 375.41
105.19, 143.51, 103.48, 387.97, 375.36
101.56, 143.85, 102.50, 381.82, 371.97
101.00, 143.97, 102.66, 380.59, 372.03
97.49, 144.62, 102.47, 368.26, 369.67
97.55, 144.62, 102.57, 369.27, 369.51
97.87, 144.30, 101.36, 367.45, 368.16
97.98, 144.29, 101.33, 367.22, 368.22
98.47, 144.71, 99.82, 366.68, 367.35
98.47, 144.69, 99.82, 366.68, 367.35
99.22, 144.74, 98.98, 369.11, 366.32
99.26, 144.71, 98.99, 369.19, 366.28
99.39, 144.78, 98.71, 372.64, 363.84
99.46, 144.77, 98.74, 372.80, 363.77
99.20, 144.90, 98.93, 374.03, 363.07
99.17, 144.88, 98.96, 374.05, 363.02
99.56, 144.49, 98.46, 374.90, 363.66
99.57, 144.51, 98.46, 374.90, 363.66
99.67, 145.14, 97.73, 374.93, 363.53
99.74, 145.15, 97.76, 374.89, 363.54
99.43, 145.11, 98.10, 375.24, 363.15
99.43, 145.13, 98.08, 375.24, 363.15
99.18, 145.31, 97.90, 375.22, 363.15
99.26, 145.35, 98.16, 375.38, 363.09
99.24, 145.31, 98.20, 375.40, 363.10
99.24, 145.44, 98.13, 375.40, 363.10
99.22, 145.45, 98.14, 375.40, 363.10
99.40, 145.11, 98.44, 375.67, 362.96
99.41, 144.86, 98.57, 375.67, 363.12
99.34, 144.81, 98.64, 375.76, 363.09
99.36, 144.81, 98.65, 375.76, 363.09
99.30, 145.24, 98.49, 375.70, 363.09
99.18, 145.07, 98.63, 375.90, 363.18
99.18, 145.07, 98.63, 375.90, 363.18
99.18, 145.07, 98.63, 375.90, 363.18
99.13, 145.21, 98.60, 375.41, 363.19
99.12, 145.21, 98.60, 375.41, 363.19
99.11, 145.28, 98.53, 375.24, 363.14
99.01, 145.26, 98.57, 375.37, 363.17
99.11, 145.38, 98.36, 375.32, 363.30
99.09, 145.38, 98.36, 375.32, 363.30
99.14, 145.39, 98.38, 375.31, 363.32
99.09, 145.34, 98.40, 375.29, 363.33
99.14, 145.36, 98.65, 375.62, 363.10
99.12, 145.37, 98.65, 375.62, 363.10
99.16, 145.37, 98.59, 375.46, 363.15
99.12, 145.36, 98.62, 375.51, 363.13
99.16, 145.42, 98.53, 375.47, 363.13
99.16, 145.42, 98.50, 375.50, 363.15
99.12, 145.37, 98.57, 375.56, 363.12
99.08, 145.35, 98.57, 375.57, 363.13
99.17, 145.46, 98.53, 375.54, 363.17
99.16, 145.44, 98.57, 375.55, 363.15
99.18, 145.48, 98.56, 375.59, 363.15
99.19, 145.43, 98.57, 375.53, 363.13
99.34, 145.54, 98.57, 375.59, 363.26
99.32, 145.56, 98.62, 375.60, 363.22
99.38, 145.53, 98.62, 375.67, 363.25
99.28, 145.49, 98.71, 375.69, 363.16
99.26, 145.56, 98.76, 375.89, 363.11
99.25, 145.57, 98.77, 375.89, 363.11
99.40, 145.52, 98.57, 375.77, 363.16
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.18, 145.07, 99.10, 375.11, 363.27
99.31, 144.99, 99.12, 375.13, 363.33
99.20, 145.07, 99.10, 375.11, 363.27
99.20, 145.07, 99.10, 375.11, 363.27
99.17, 145.07, 99.11, 375.11, 363.27
99.17, 145.05, 99.11, 375.11, 363.27
99.18, 145.06, 99.11, 375.11, 363.27
99.18, 145.07, 99.09, 375.11, 363.27
99.18, 145.02, 99.11, 375.11, 363.27
99.34, 144.93, 99.24, 375.31, 363.23
99.24, 145.01, 99.14, 375.24, 363.27
99.29, 145.03, 99.13, 375.24, 363.27
99.28, 145.03, 99.07, 375.15, 363.30
99.39, 144.97, 99.11, 375.14, 363.25
99.38, 144.96, 99.11, 375.14, 363.25
99.38, 144.96, 99.11, 375.14, 363.25
99.35, 144.96, 99.12, 375.17, 363.23
99.50, 144.91, 99.04, 375.36, 363.30
99.57, 144.85, 99.01, 375.34, 363.37
99.57, 144.85, 99.01, 375.34, 363.37
99.58, 144.91, 98.92, 375.34, 363.37
99.64, 145.05, 98.62, 375.45, 363.46
99.42, 145.00, 98.60, 375.52, 363.54
99.42, 145.00, 98.60, 375.52, 363.54
99.42, 145.00, 98.60, 375.52, 363.54
99.26, 144.96, 98.79, 375.58, 363.45
99.25, 144.96, 98.78, 375.58, 363.45
99.25, 144.91, 98.80, 375.55, 363.50
99.30, 144.92, 98.71, 375.90, 363.47
99.15, 145.02, 98.89, 375.57, 363.28
99.16, 145.01, 98.92, 375.68, 363.21
99.13, 144.97, 98.94, 375.47, 363.20
99.11, 144.82, 98.97, 375.68, 363.20
99.16, 144.79, 98.95, 375.64, 363.27
99.18, 144.77, 98.99, 375.74, 363.20
99.10, 144.82, 98.96, 375.64, 363.22
99.16, 144.78, 98.97, 375.67, 363.25
99.31, 144.75, 98.77, 375.21, 363.77
99.35, 144.76, 98.73, 375.29, 363.77
99.29, 144.79, 98.73, 375.30, 363.72
99.28, 144.77, 98.70, 375.22, 363.82
99.29, 144.75, 98.77, 375.24, 363.75
99.27, 144.75, 98.77, 375.24, 363.75
99.30, 144.75, 98.80, 375.24, 363.75
99.23, 144.76, 98.77, 375.24, 363.75
99.14, 144.88, 98.95, 376.05, 363.12
99.14, 144.89, 98.95, 376.05, 363.12
99.13, 144.91, 98.90, 376.05, 363.12
99.10, 144.86, 98.94, 376.05, 363.12
99.11, 144.98, 98.77, 375.95, 363.19
99.30, 144.92, 98.53, 375.51, 363.76
99.23, 144.97, 98.55, 375.53, 363.66
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.63, 144.94, 98.61, 375.44, 363.87
99.62, 144.94, 98.61, 375.44, 363.87
99.62, 144.94, 98.61, 375.44, 363.87
99.60, 144.87, 98.69, 375.44, 363.87
99.63, 144.87, 98.69, 375.44, 363.87
99.61, 144.86, 98.71, 375.44, 363.87
99.63, 144.87, 98.68, 375.44, 363.87
99.60, 144.87, 98.69, 375.44, 363.87
99.65, 144.88, 98.65, 375.44, 363.87
99.66, 144.83, 98.70, 375.44, 363.87
99.68, 144.89, 98.64, 375.44, 363.87
99.64, 144.87, 98.68, 375.44, 363.87
99.69, 144.93, 98.59, 375.23, 363.90
99.69, 144.96, 98.50, 375.20, 363.97
99.69, 144.96, 98.50, 375.20, 363.97
99.68, 144.96, 98.50, 375.20, 363.97
99.80, 145.05, 98.41, 375.10, 364.07
99.79, 145.00, 98.47, 375.10, 364.07
99.82, 145.00, 98.47, 375.10, 364.07
99.84, 144.96, 98.44, 375.15, 364.08
99.88, 145.23, 98.37, 375.03, 363.84
99.57, 145.20, 98.61, 375.12, 363.55
99.57, 145.20, 98.61, 375.12, 363.55
99.57, 145.20, 98.61, 375.12, 363.55
99.57, 145.30, 98.60, 375.09, 363.55
99.57, 145.26, 98.62, 375.07, 363.55
99.57, 145.24, 98.68, 375.01, 363.54
99.53, 145.17, 98.68, 375.04, 363.54
99.54, 145.26, 98.53, 375.02, 363.59
99.55, 145.28, 98.54, 375.04, 363.54
99.47, 145.35, 98.52, 375.12, 363.44
99.55, 145.22, 98.59, 375.04, 363.54
99.57, 145.11, 98.61, 375.05, 363.58
99.58, 145.12, 98.60, 375.02, 363.60
99.56, 145.13, 98.58, 375.03, 363.65
99.55, 145.08, 98.70, 375.02, 363.60
99.54, 145.16, 98.68, 374.99, 363.64
99.54, 145.19, 98.67, 374.93, 363.58
99.51, 145.09, 98.72, 375.02, 363.65
99.47, 145.10, 98.74, 375.05, 363.57
99.48, 145.21, 98.67, 375.04, 363.55
99.42, 145.21, 98.71, 375.06, 363.47
99.41, 145.20, 98.70, 375.06, 363.47
99.47, 145.13, 98.72, 375.05, 363.57
99.65, 145.16, 98.65, 375.01, 363.67
99.62, 145.12, 98.70, 374.97, 363.59
99.70, 145.17, 98.69, 375.02, 363.65
99.63, 145.13, 98.73, 375.05, 363.57
99.58, 145.23, 98.79, 375.01, 363.50
99.56, 145.30, 98.79, 375.01, 363.50
99.62, 145.35, 98.66, 374.98, 363.57
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.86, 144.57, 98.67, 375.32, 363.44
99.87, 144.57, 98.67, 375.32, 363.44
99.87, 144.57, 98.67, 375.32, 363.44
99.87, 144.57, 98.67, 375.32, 363.44
99.87, 144.57, 98.67, 375.32, 363.44
99.89, 144.63, 98.63, 375.32, 363.44
99.84, 144.59, 98.66, 375.32, 363.44
99.90, 144.63, 98.62, 375.32, 363.44
99.84, 144.59, 98.66, 375.32, 363.44
99.89, 144.61, 98.66, 375.32, 363.44
99.87, 144.54, 98.72, 375.32, 363.44
99.90, 144.55, 98.71, 375.32, 363.44
99.88, 144.54, 98.72, 375.32, 363.44
99.98, 144.58, 98.67, 375.35, 363.42
99.95, 144.61, 98.65, 375.34, 363.44
99.92, 144.62, 98.67, 375.35, 363.42
99.90, 144.47, 98.63, 376.13, 363.32
99.84, 144.74, 98.64, 376.22, 363.24
99.57, 144.82, 98.61, 376.35, 363.20
99.57, 144.82, 98.61, 376.35, 363.20
99.57, 144.82, 98.61, 376.35, 363.20
99.62, 144.81, 98.54, 376.47, 363.23
99.62, 144.84, 98.54, 376.47, 363.23
99.58, 144.86, 98.67, 376.46, 363.07
99.69, 144.84, 98.57, 376.58, 363.19
99.50, 144.71, 99.10, 375.39, 363.22
99.49, 144.67, 99.10, 375.41, 363.22
99.47, 144.67, 99.14, 375.42, 363.19
99.52, 144.65, 99.12, 375.52, 363.16
99.43, 144.62, 99.25, 375.56, 363.07
99.50, 144.65, 99.16, 375.52, 363.16
99.50, 144.66, 99.17, 375.52, 363.14
99.50, 144.63, 99.16, 375.52, 363.16
99.42, 144.64, 99.24, 375.61, 363.03
99.47, 144.64, 99.18, 375.59, 363.10
99.45, 144.62, 99.22, 375.61, 363.04
99.46, 144.64, 99.14, 375.56, 363.15
99.59, 144.69, 99.13, 375.63, 363.11
99.58, 144.69, 99.12, 375.63, 363.11
99.57, 144.63, 99.02, 375.60, 363.22
99.56, 144.66, 98.88, 376.08, 363.15
99.60, 144.67, 98.88, 376.08, 363.15
99.61, 144.63, 98.92, 376.08, 363.15
99.60, 144.68, 98.89, 376.08, 363.15
99.66, 144.58, 98.93, 376.06, 363.25
99.69, 144.70, 98.91, 376.18, 363.15
99.72, 144.73, 98.81, 376.16, 363.24
99.75, 144.74, 98.80, 376.16, 363.24
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.64, 145.10, 98.56, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.63, 145.10, 98.57, 375.64, 363.22
99.61, 145.10, 98.58, 375.64, 363.22
99.50, 145.19, 98.61, 375.52, 363.13
99.59, 145.08, 98.62, 375.50, 363.28
99.66, 145.10, 98.57, 375.54, 363.27
99.64, 145.09, 98.56, 375.62, 363.27
99.57, 145.17, 98.64, 375.27, 363.26
99.79, 144.98, 98.57, 375.58, 363.40
99.80, 145.00, 98.57, 375.58, 363.40
99.83, 144.99, 98.57, 375.58, 363.40
99.72, 145.30, 98.56, 374.93, 363.42
99.71, 145.30, 98.56, 374.93, 363.42
99.73, 145.35, 98.51, 374.93, 363.42
99.85, 145.25, 98.40, 374.99, 363.53
99.92, 145.40, 98.27, 374.82, 363.53
99.60, 145.28, 98.73, 375.50, 363.30
99.60, 145.28, 98.73, 375.50, 363.30
99.60, 145.28, 98.73, 375.50, 363.30
99.65, 145.33, 98.68, 375.50, 363.30
99.68, 145.35, 98.69, 375.45, 363.30
99.64, 145.37, 98.70, 375.34, 363.34
99.61, 145.17, 98.90, 375.23, 363.41
99.58, 145.18, 98.94, 375.22, 363.36
99.60, 145.21, 98.91, 375.21, 363.39
99.58, 145.24, 98.89, 375.22, 363.36
99.57, 145.20, 98.91, 375.22, 363.36
99.66, 145.43, 98.60, 375.28, 363.42
99.64, 145.40, 98.56, 375.37, 363.43
99.68, 145.52, 98.42, 375.51, 363.44
99.70, 145.39, 98.46, 375.45, 363.50
99.75, 145.38, 98.45, 375.45, 363.50
99.75, 145.39, 98.46, 375.45, 363.50
99.76, 145.37, 98.46, 375.45, 363.50
99.72, 145.39, 98.46, 375.45, 363.50
99.74, 145.40, 98.45, 375.39, 363.50
99.77, 145.40, 98.43, 375.39, 363.50
99.81, 145.40, 98.45, 375.42, 363.50
99.73, 145.40, 98.44, 375.42, 363.50
99.61, 145.46, 98.54, 375.15, 363.40
99.60, 145.44, 98.53, 375.15, 363.40
99.58, 145.48, 98.51, 375.14, 363.42
99.59, 145.36, 98.59, 375.17, 363.42
99.66, 145.41, 98.57, 375.30, 363.41
99.65, 145.40, 98.55, 375.32, 363.45
99.58, 145.30, 98.76, 375.37, 363.37
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.77, 99.13, 374.59, 363.30
99.27, 144.76, 99.13, 374.59, 363.30
99.27, 144.76, 99.13, 374.59, 363.30
99.27, 144.76, 99.13, 374.59, 363.30
99.26, 144.77, 99.13, 374.59, 363.30
99.43, 144.66, 99.12, 374.59, 363.47
99.40, 144.66, 99.11, 374.59, 363.47
99.42, 144.67, 99.11, 374.59, 363.47
99.36, 144.67, 99.18, 374.63, 363.34
99.38, 144.70, 99.18, 374.61, 363.32
99.41, 144.60, 99.33, 375.25, 363.20
99.39, 144.64, 99.31, 375.25, 363.20
99.31, 144.60, 99.21, 373.40, 364.59
99.35, 144.65, 99.40, 372.82, 364.70
100.17, 144.05, 99.82, 368.73, 367.78
100.21, 144.08, 99.74, 368.81, 367.79
98.58, 144.85, 101.48, 365.30, 368.85
98.55, 144.99, 101.58, 364.83, 368.88
98.25, 144.76, 103.60, 368.87, 370.32
98.44, 144.87, 103.51, 368.50, 370.16
102.13, 144.57, 103.62, 380.32, 373.96
102.08, 144.70, 103.50, 380.10, 373.90
106.99, 143.15, 101.94, 385.99, 381.46
106.96, 143.16, 101.96, 385.83, 381.44
109.32, 142.52, 101.37, 397.94, 387.79
109.39, 142.52, 101.16, 397.03, 388.01
107.95, 141.83, 102.64, 401.00, 393.06
107.42, 141.77, 102.98, 400.52, 392.81
112.87, 140.22, 99.31, 413.65, 401.75
112.69, 140.29, 99.44, 413.52, 401.60
125.62, 138.72, 89.57, 436.57, 421.18
125.47, 138.92, 89.35, 436.48, 421.21
133.11, 137.67, 83.17, 456.73, 436.19
133.11, 137.67, 83.17, 456.73, 436.19
134.07, 136.34, 84.51, 466.24, 441.57
134.07, 136.34, 84.51, 466.24, 441.57
132.95, 137.45, 83.74, 473.34, 447.27
132.95, 137.45, 83.74, 473.34, 447.27
132.14, 137.69, 83.98, 480.81, 451.43
132.14, 137.69, 83.98, 480.81, 451.43
130.14, 140.31, 81.79, 485.48, 456.95
130.14, 140.31, 81.79, 485.48, 456.95
130.01, 139.62, 82.87, 489.48, 460.76
130.00, 139.93, 82.48, 489.48, 460.76
129.20, 140.78, 81.82, 492.18, 463.60
129.20, 140.78, 81.82, 492.18, 463.60
129.24, 139.14, 83.82, 494.06, 465.99
129.08, 139.20, 83.80, 494.06, 465.99
128.63, 140.50, 82.25, 495.23, 467.34
128.68, 140.28, 82.64, 495.23, 467.34
128.00, 141.35, 82.03, 495.32, 467.97
128.00, 141.36, 82.03, 495.32, 467.97
127.42, 140.54, 82.83, 495.89, 467.65
127.39, 140.60, 82.79, 495.89, 467.65
127.44, 140.52, 82.93, 495.76, 467.66
127.46, 140.54, 82.92, 495.76, 467.66
127.50, 140.52, 82.94, 495.76, 467.66
127.50, 140.52, 82.94, 495.76, 467.66
127.93, 139.26, 84.33, 497.25, 467.76
127.93, 139.26, 84.33, 497.25, 467.76
129.50, 139.38, 83.99, 498.22, 470.37
129.50, 139.38, 83.99, 498.22, 470.37
129.85, 139.11, 84.46, 500.85, 474.16
129.85, 139.11, 84.46, 500.85, 474.16
128.24, 139.82, 84.14, 505.18, 479.13
128.24, 139.82, 84.14, 505.18, 479.13
127.81, 139.40, 84.83, 510.27, 485.50
127.91, 139.33, 84.90, 510.27, 485.50
128.27, 140.03, 84.04, 515.98, 493.46
128.27, 140.03, 84.04, 515.98, 493.46
123.41, 139.31, 85.64, 522.40, 501.52
123.41, 139.31, 85.64, 522.40, 501.52
120.68, 139.51, 85.78, 528.23, 509.65
120.66, 139.47, 85.80, 528.23, 509.65
118.17, 140.24, 85.15, 534.67, 516.30
118.17, 140.24, 85.15, 534.67, 516.30
116.07, 140.78, 84.63, 539.01, 522.38
116.07, 140.78, 84.63, 539.01, 522.38
114.48, 140.34, 85.14, 542.83, 527.42
114.50, 140.52, 84.93, 542.83, 527.42
112.44, 141.38, 83.82, 545.90, 531.62
112.44, 141.38, 83.82, 545.90, 531.62
110.15, 141.56, 83.18, 548.22, 534.69
110.15, 141.56, 83.18, 548.22, 534.69
110.02, 141.69, 83.47, 550.41, 536.64
110.02, 141.69, 83.47, 550.41, 536.64
109.07, 140.85, 84.01, 551.04, 538.30
109.07, 141.07, 83.80, 551.04, 538.30
109.57, 141.32, 83.47, 551.33, 538.94
109.57, 141.32, 83.47, 551.33, 538.94
109.13, 141.40, 83.45, 551.98, 539.26
109.09, 141.40, 83.45, 551.98, 539.26
109.04, 141.13, 83.62, 553.10, 540.82
109.04, 141.13, 83.62, 553.10, 540.82
108.11, 140.71, 84.30, 556.07, 542.98
108.13, 140.68, 84.34, 556.07, 542.98
106.87, 140.52, 84.15, 559.22, 546.97
106.69, 140.67, 84.04, 558.99, 547.06
104.94, 139.40, 85.29, 563.95, 551.96
104.95, 139.54, 85.10, 563.95, 551.96
104.21, 138.58, 85.75, 569.64, 557.60
104.23, 138.56, 85.79, 569.64, 557.60
103.03, 138.43, 85.54, 575.86, 564.34
103.14, 138.42, 85.56, 575.86, 564.34
99.72, 139.85, 84.06, 581.50, 571.19
99.72, 139.85, 84.06, 581.50, 571.19
98.04, 138.77, 85.37, 587.20, 576.92
98.15, 138.70, 85.41, 587.05, 577.02
94.92, 140.21, 84.10, 591.68, 581.64
94.92, 140.21, 84.10, 591.68, 581.64
91.85, 140.57, 83.57, 595.40, 585.34
91.85, 140.57, 83.57, 595.40, 585.34
90.98, 141.37, 82.91, 597.54, 588.73
90.98, 141.37, 82.91, 597.54, 588.73
91.23, 141.30, 83.29, 599.85, 590.88
91.23, 141.30, 83.29, 599.85, 590.88
90.23, 141.22, 83.40, 601.91, 591.65
90.23, 141.22, 83.40, 601.91, 591.65
90.42, 140.65, 84.13, 604.50, 591.87
90.42, 140.65, 84.13, 604.50, 591.87
89.74, 140.80, 83.74, 607.24, 591.14
89.74, 140.80, 83.74, 607.24, 591.14
90.35, 140.46, 84.29, 610.05, 590.64
90.41, 140.45, 84.30, 610.05, 590.64
90.15, 141.10, 83.57, 612.18, 589.94
90.46, 140.94, 83.68, 612.14, 589.97
90.10, 140.76, 83.80, 613.21, 590.17
90.12, 140.81, 83.73, 613.24, 590.14
89.88, 140.72, 83.86, 613.21, 590.17
90.15, 140.83, 83.75, 613.22, 590.11
89.80, 141.20, 83.39, 613.12, 590.37
89.82, 141.25, 83.32, 613.09, 590.43
89.94, 141.26, 83.28, 613.05, 590.49
90.08, 141.51, 83.10, 613.09, 590.37
89.98, 141.34, 83.28, 613.13, 590.31
90.10, 141.48, 83.17, 613.13, 590.31
90.21, 141.43, 83.14, 613.07, 590.49
90.21, 141.43, 83.14, 613.07, 590.49
89.43, 141.45, 83.28, 612.70, 590.56
89.44, 141.43, 83.31, 612.70, 590.56
89.99, 140.70, 84.14, 611.48, 592.93
89.99, 140.70, 84.14, 611.48, 592.93
89.94, 140.52, 84.17, 610.92, 594.11
89.94, 140.52, 84.17, 610.92, 594.11
90.20, 140.77, 83.78, 610.79, 594.44
90.37, 140.96, 83.57, 610.79, 594.44
90.17, 141.22, 83.24, 610.73, 594.41
90.14, 141.20, 83.28, 610.78, 594.36
90.20, 141.16, 83.30, 610.78, 594.36
90.02, 141.67, 82.87, 610.78, 594.39
90.05, 141.40, 83.06, 610.80, 594.34
90.01, 141.48, 83.03, 610.80, 594.34
90.02, 141.40, 83.07, 610.80, 594.34
89.92, 141.62, 82.88, 610.78, 594.42
89.92, 141.62, 82.88, 610.78, 594.42
89.89, 141.54, 83.00, 610.80, 594.37
89.79, 141.54, 83.01, 610.78, 594.38
89.76, 141.84, 82.73, 610.77, 594.43
89.70, 141.77, 82.81, 610.77, 594.43
89.53, 141.78, 82.78, 610.82, 594.38
89.68, 141.72, 82.84, 610.77, 594.43
89.50, 142.26, 82.25, 610.78, 594.33
89.51, 142.27, 82.25, 610.78, 594.33
89.52, 142.35, 82.19, 610.78, 594.33
89.29, 142.31, 82.24, 610.77, 594.37
89.43, 142.35, 82.15, 610.77, 594.37
89.43, 142.34, 82.14, 610.77, 594.37
89.46, 142.35, 82.13, 610.77, 594.37
89.45, 142.34, 82.14, 610.77, 594.37
89.29, 142.23, 82.22, 610.67, 594.43
89.32, 142.07, 82.31, 610.67, 594.43
89.27, 142.06, 82.33, 610.67, 594.43
88.71, 141.67, 82.98, 610.74, 594.47
88.65, 141.64, 83.03, 610.78, 594.42
88.64, 141.64, 83.03, 610.78, 594.42
